FamilyMembers,TotalPower,Season,HouseType,Sqft,Units
8,7320,Winter,Flat,5313,1993.52
4,7500,Winter,House,8403,7889.26
8,22545,Summer,Flat,5358,14899.74
1,26700,Summer,Flat,2588,17698.15
5,2930,Winter,House,2085,576.05
3,9600,Rainy,Flat,5600,7697.07
8,15050,Summer,Flat,854,2272.77
7,18500,Summer,Flat,6902,16283.54
3,22380,Summer,House,9659,29798.86
4,8070,Rainy,House,5813,15705.9
6,11615,Winter,Flat,7059,7199.01
4,5330,Summer,Flat,2920,2053.35
1,2705,Summer,House,7101,5591.38
8,6040,Winter,Flat,801,1040.15
3,20120,Rainy,House,8030,43417.56
4,14320,Rainy,House,7251,17114.37
4,3620,Rainy,Flat,1998,790.23
6,11240,Summer,Flat,3088,6291.65
8,3900,Rainy,Flat,8745,4317.17
7,10170,Rainy,House,2217,3347.65
8,15680,Rainy,House,3080,14526.59
2,13085,Summer,Flat,8027,14165.13
6,3155,Winter,Flat,4193,2863.47
2,18370,Winter,Flat,7039,11687.7
3,4110,Rainy,House,1011,1392.26
4,12300,Summer,House,3926,9024.77
3,11925,Rainy,House,3294,8071.13
5,24025,Winter,Flat,918,2012.35
5,12985,Winter,House,4547,11384.69
2,23100,Summer,Flat,3271,13587.34
5,8460,Summer,House,6144,15536.58
8,4480,Summer,Flat,8234,6452.81
1,35680,Rainy,Flat,1781,6943.99
8,9425,Winter,House,2593,6888.53
5,12460,Winter,House,800,1523.12
3,8085,Summer,Flat,2285,6901.77
4,18895,Rainy,House,7645,31946.64
6,4570,Winter,Flat,4415,5433.99
4,15280,Winter,House,6222,16040.18
8,25500,Winter,House,2605,7607.95
8,24990,Summer,House,1970,10225.27
1,13865,Summer,House,1121,4807.25
2,8395,Rainy,House,7643,5956.43
1,7500,Winter,House,3339,6917.14
7,7490,Winter,Flat,5028,6918.17
2,14395,Summer,Flat,2357,11680.24
2,11160,Rainy,Flat,844,2304.25
6,16620,Rainy,Flat,6619,16879.31
1,19620,Winter,House,6015,28274.66
7,12340,Rainy,Flat,3059,6451.62
5,23325,Winter,House,5158,19176.43
2,14605,Summer,Flat,428,894.94
5,8260,Winter,Flat,3798,3188.1
6,18040,Rainy,Flat,2384,7376.14
7,4850,Winter,House,7969,6950.6
7,7000,Winter,Flat,3819,4932.36
2,885,Summer,House,8859,3508.93
3,16110,Rainy,Flat,563,1686.15
5,23920,Rainy,House,1086,4176.57
8,14600,Winter,Flat,8135,16068.14
1,3100,Summer,Flat,8772,5433.55
2,2430,Winter,House,4059,1251.98
2,9820,Winter,House,3553,10541.6
8,9000,Summer,House,7496,15122.06
4,31100,Winter,Flat,6297,24143.87
7,9000,Rainy,Flat,4821,8595.18
8,13325,Summer,Flat,6899,13740.64
8,12590,Winter,Flat,2567,3098.64
8,7270,Summer,Flat,9878,9651.95
8,3460,Rainy,Flat,9472,3741.33
2,15180,Summer,House,9101,32354.59
3,29500,Winter,Flat,7894,10296.19
5,10275,Summer,Flat,4313,3945.21
7,10000,Winter,House,7137,16669.85
2,14990,Rainy,House,1252,5144.26
7,7985,Winter,Flat,7125,10228.48
3,2600,Rainy,Flat,1479,538.44
7,10780,Rainy,House,8877,22297.51
7,9995,Summer,Flat,1459,1822.85
8,10155,Winter,House,3946,9081.74
6,5575,Summer,Flat,3147,3248.02
4,14780,Winter,House,9261,8996.98
7,24050,Winter,Flat,4242,7322.7
2,20480,Summer,House,7378,40506.92
8,5510,Winter,Flat,431,302.55
1,11790,Summer,House,8894,25995.09
1,7240,Summer,Flat,6529,10364.39
4,6570,Summer,House,7285,5368.2
1,11120,Summer,Flat,8945,19596.15
5,22045,Rainy,House,8473,60017.85
2,20600,Rainy,House,9529,22901.38
6,17780,Winter,Flat,5364,10482.2
8,5060,Rainy,House,5154,4586.97
8,7020,Summer,House,9705,10404.34
1,3260,Rainy,Flat,5761,3193.63
4,17315,Summer,House,8981,52101.68
3,8265,Rainy,Flat,4168,7541.37
2,1640,Winter,House,8566,3529.21
3,19630,Summer,House,4559,28641.92
7,17220,Rainy,Flat,1014,2305.83
7,9240,Summer,Flat,1228,2592.57
1,19550,Summer,House,9041,32450.77
4,6730,Rainy,House,2104,4269.66
5,22620,Winter,Flat,8326,16438.08
4,7460,Winter,Flat,3818,1430.46
5,5440,Rainy,Flat,2526,2531.64
7,2900,Summer,Flat,991,355.05
5,17940,Winter,Flat,7519,25459.33
2,845,Summer,House,9994,3540.82
5,13445,Winter,Flat,1381,1395.82
4,10630,Winter,House,6536,6222.19
4,18470,Rainy,Flat,5813,19365.07
4,12800,Rainy,Flat,4011,4236.18
8,24000,Winter,Flat,2155,6622.6
1,18670,Winter,Flat,2954,8724.73
5,13390,Summer,Flat,8008,26135.89
6,16060,Winter,House,1138,3766.0
5,11730,Rainy,House,1612,4798.58
6,11680,Rainy,Flat,3575,3676.1
8,1745,Winter,House,8300,3952.96
6,11560,Winter,Flat,7961,11889.21
3,11215,Winter,Flat,2154,2143.44
6,12945,Winter,House,6918,16954.54
4,5400,Winter,House,3159,3349.07
6,7580,Winter,House,8201,9406.0
6,17340,Rainy,House,3296,6016.58
4,14695,Winter,Flat,4166,9201.85
6,14270,Winter,House,8380,18585.53
3,13855,Rainy,Flat,5801,14800.14
7,8265,Rainy,Flat,3216,5530.12
1,5000,Summer,House,5175,3149.84
5,21280,Summer,House,6182,37852.75
6,4690,Winter,House,8992,5651.23
6,18860,Winter,Flat,913,2712.33
7,9180,Winter,Flat,680,875.11
8,3850,Summer,House,9951,11210.1
6,13190,Winter,Flat,1058,2926.95
2,12775,Summer,House,9211,32699.06
1,6440,Winter,Flat,8662,14779.1
3,5480,Rainy,House,7363,3871.99
8,10665,Rainy,House,1342,3241.64
8,7570,Summer,House,3932,3937.65
3,25515,Winter,House,5367,33345.31
2,4740,Summer,House,5544,5884.21
8,14715,Rainy,Flat,7139,16568.48
5,17685,Summer,Flat,3493,14959.97
8,1695,Summer,Flat,9283,2734.81
5,13625,Summer,Flat,4670,13376.56
1,3060,Summer,House,8445,5333.26
3,15965,Summer,Flat,8799,29146.43
6,27295,Summer,House,5570,47622.17
1,12540,Summer,House,8146,19607.16
1,1795,Summer,Flat,3006,1285.04
8,5080,Summer,Flat,2306,2237.37
3,8950,Winter,House,4244,5157.67
8,7350,Winter,Flat,1603,2666.93
3,8370,Winter,Flat,3583,2993.4
5,7565,Summer,Flat,5662,7649.71
3,13860,Summer,Flat,602,1602.02
7,14490,Summer,House,3770,11336.35
6,18300,Rainy,Flat,910,2450.24
1,10295,Rainy,Flat,5474,8981.55
8,9810,Rainy,House,6961,9999.13
2,8180,Winter,Flat,6349,5874.76
3,20350,Summer,House,3825,20864.8
2,2190,Rainy,House,1455,701.8
3,18460,Rainy,Flat,7711,21810.75
6,11500,Summer,Flat,4635,14838.86
8,14010,Summer,Flat,1124,2339.13
2,14390,Winter,House,3520,5779.42
3,7570,Rainy,Flat,3145,5800.23
1,11270,Rainy,Flat,5333,11811.53
5,6885,Winter,House,9524,26113.67
4,3350,Summer,Flat,2216,1382.73
7,27090,Summer,Flat,6345,23616.9
4,5280,Summer,House,2931,4124.4
5,17540,Winter,Flat,6934,19020.89
8,4500,Rainy,Flat,2645,1992.17
8,7200,Winter,Flat,9521,5983.05
6,5565,Rainy,House,2078,3221.86
5,10310,Summer,House,8424,35834.02
1,2610,Rainy,Flat,3676,1252.23
4,4470,Rainy,House,6141,7409.92
8,19600,Winter,House,854,2450.82
5,2325,Winter,House,9018,4025.34
5,2270,Winter,Flat,7260,1635.53
8,9525,Rainy,Flat,5661,13879.17
3,11090,Summer,House,6781,22463.99
3,7070,Summer,House,4877,11633.11
4,9875,Summer,Flat,3377,8050.9
7,19545,Summer,Flat,8065,41361.55
5,26450,Summer,Flat,7614,41833.63
3,12690,Winter,Flat,7506,17017.18
3,8350,Rainy,Flat,7825,12522.91
7,7720,Winter,Flat,6132,7144.16
3,12930,Rainy,Flat,9597,25728.45
1,3320,Rainy,Flat,4239,1903.08
8,20380,Rainy,House,9561,28024.68
6,7250,Rainy,House,9013,9194.75
3,18760,Rainy,Flat,8857,30142.14
6,19075,Winter,Flat,1874,3164.95
5,2275,Winter,Flat,7880,3498.0
3,5360,Rainy,House,9685,9483.41
3,15270,Summer,Flat,5975,21221.46
5,21750,Rainy,Flat,3316,9346.28
1,18590,Rainy,Flat,8868,34546.01
2,9640,Winter,Flat,9083,11767.69
6,10850,Rainy,Flat,4821,6465.23
1,18635,Winter,House,1404,3659.08
8,10280,Winter,Flat,5212,5693.97
5,11790,Winter,House,5492,7943.31
4,1550,Rainy,House,1542,704.28
1,3890,Winter,Flat,2818,2068.27
3,9460,Summer,House,7211,15640.1
6,1920,Rainy,House,6686,3443.84
3,8480,Winter,Flat,9343,8196.66
2,10395,Rainy,Flat,9609,19540.49
4,4900,Rainy,Flat,9100,5345.24
5,5460,Winter,House,6120,8093.7
2,10210,Summer,House,5695,22254.15
1,22465,Rainy,Flat,828,3378.54
2,6050,Summer,House,2716,5732.04
3,11650,Winter,Flat,9086,29839.34
6,21600,Summer,Flat,2149,5094.07
2,900,Winter,House,9714,1875.72
1,17135,Winter,House,8284,22502.72
1,13720,Rainy,Flat,7578,13997.11
2,2425,Rainy,Flat,3736,2561.41
7,8305,Summer,Flat,4058,4273.22
4,7070,Rainy,House,8266,2625.21
3,1720,Summer,House,3060,1138.29
2,6790,Summer,Flat,1165,1169.17
3,3500,Summer,House,7046,3255.99
2,14580,Summer,House,1684,7103.44
6,3050,Summer,House,6337,4906.63
1,19130,Winter,House,8412,32931.69
1,4620,Summer,House,8566,10078.94
3,9260,Rainy,Flat,6392,7711.49
7,5125,Winter,Flat,1646,2150.08
1,19350,Rainy,House,9463,50713.39
3,20575,Winter,House,5136,20913.08
7,11070,Winter,Flat,7285,6628.73
2,20600,Summer,House,3238,21645.95
1,5500,Summer,Flat,2976,1387.19
3,6185,Rainy,Flat,1980,3036.98
7,17400,Rainy,House,3421,9693.14
2,5395,Rainy,Flat,3729,3155.21
2,31795,Winter,House,3206,12259.42
5,6450,Summer,House,3300,2872.5
8,8650,Winter,House,3997,7595.56
8,12040,Winter,Flat,799,1307.77
1,6060,Rainy,Flat,671,1119.08
5,1275,Winter,House,9724,2037.72
7,13655,Rainy,House,2334,8481.9
4,10680,Summer,House,1077,4509.43
5,11925,Rainy,Flat,8805,10829.43
8,14350,Summer,House,6259,40058.98
6,20040,Rainy,House,2879,10822.75
1,31500,Rainy,House,1996,19215.18
2,31490,Winter,House,1859,11715.55
2,5795,Rainy,Flat,2674,2515.36
6,11215,Summer,House,6252,21006.96
1,8255,Rainy,House,1617,4063.81
3,9000,Rainy,House,4574,3309.6
5,5100,Summer,House,1078,2253.8
5,6640,Winter,Flat,8312,12206.5
1,10990,Summer,House,7968,24181.68
8,6280,Summer,Flat,1391,1820.47
2,8310,Summer,House,7508,17475.9
4,10090,Summer,House,6713,13028.42
1,10670,Winter,House,4477,3340.11
7,13470,Summer,House,878,4745.07
8,20800,Summer,Flat,5676,23720.16
5,4120,Summer,House,6958,5996.52
4,16340,Winter,Flat,8461,18740.98
6,3030,Winter,House,1527,763.28
8,17150,Winter,Flat,967,2235.22
4,11950,Rainy,House,7285,20531.84
7,20780,Rainy,Flat,590,2519.72
3,5590,Winter,House,8183,6597.32
1,11950,Summer,Flat,4480,9981.44
6,14150,Rainy,House,3348,12253.38
8,1825,Summer,Flat,9831,3181.78
7,4980,Summer,House,5024,7789.66
2,2060,Rainy,Flat,2764,663.87
8,18550,Rainy,Flat,5375,17327.22
5,12700,Winter,Flat,9039,18358.77
6,7930,Winter,House,9741,16649.16
4,7350,Summer,House,6913,6620.43
5,19150,Summer,House,4234,37329.46
4,10665,Summer,House,9730,40026.44
2,10385,Rainy,Flat,7977,10214.1
7,14935,Rainy,Flat,6938,16466.5
7,1495,Rainy,Flat,839,245.32
6,10040,Winter,Flat,9470,18709.67
1,7640,Winter,Flat,7361,13038.1
6,9415,Rainy,House,1619,1528.69
4,13995,Summer,Flat,862,2572.45
3,5470,Rainy,House,6537,5473.09
3,6940,Rainy,House,1809,1264.04
4,6530,Rainy,Flat,8141,8436.18
6,4020,Summer,House,3403,3769.66
6,8950,Rainy,Flat,4064,3356.91
3,4700,Winter,Flat,3046,1813.23
1,25085,Summer,Flat,8517,34234.49
8,18730,Winter,Flat,7102,20465.92
4,12160,Winter,House,2315,7121.01
7,11100,Rainy,Flat,9818,18180.24
7,9445,Rainy,Flat,994,1952.58
1,6765,Winter,Flat,7132,7900.06
7,4570,Summer,House,7325,12166.5
5,13600,Rainy,House,4638,20064.57
8,12360,Winter,Flat,2489,3475.33
3,13940,Rainy,Flat,9607,17738.0
7,8445,Rainy,House,3445,7484.29
2,7640,Rainy,Flat,760,1279.37
4,8150,Rainy,Flat,7922,9429.31
6,6220,Rainy,Flat,7000,5273.62
2,16725,Rainy,House,2650,12235.83
7,13180,Rainy,Flat,7517,17885.85
2,13520,Rainy,House,4580,17233.91
1,14040,Summer,House,9875,41796.47
3,14820,Summer,House,1031,5463.3
7,6430,Summer,Flat,1271,2196.33
8,6765,Winter,Flat,4167,2899.79
3,13800,Summer,House,9396,41126.99
4,11630,Rainy,Flat,1688,1672.66
2,15560,Winter,House,1700,6860.49
3,13415,Winter,House,9513,35940.96
4,5830,Winter,House,2407,1792.33
5,13250,Rainy,Flat,6323,13587.0
5,6660,Winter,Flat,6585,6777.07
4,6210,Summer,House,1406,4010.76
4,8625,Winter,Flat,1235,850.92
8,8480,Summer,House,1620,2534.2
5,6840,Rainy,Flat,590,502.38
8,16870,Winter,House,2244,4641.86
4,5865,Rainy,Flat,7736,12686.63
1,8475,Summer,Flat,4992,3966.65
3,8610,Winter,Flat,8661,13768.38
6,32950,Winter,House,1935,12800.14
7,14910,Winter,House,3170,7242.75
5,6570,Rainy,House,7402,8463.91
1,11480,Rainy,Flat,5644,13550.92
4,11070,Summer,House,8586,28915.79
7,12500,Summer,Flat,6245,8647.88
3,2885,Winter,House,3199,1269.97
6,19800,Summer,Flat,8754,20229.48
5,11150,Rainy,Flat,1232,2677.95
7,16365,Summer,House,9020,43654.33
8,8930,Rainy,House,6277,13625.33
8,11810,Summer,House,452,1949.21
5,8520,Rainy,Flat,1169,1657.36
5,16235,Summer,Flat,6217,23681.48
2,5250,Winter,House,583,324.53
6,10270,Rainy,Flat,2801,5402.02
8,4420,Winter,House,8966,11819.13
8,13490,Winter,Flat,2271,6756.18
2,9620,Rainy,Flat,7064,10614.72
1,15765,Rainy,Flat,5574,12324.94
7,3010,Winter,Flat,5336,3504.6
8,14980,Summer,Flat,2626,7868.17
4,6200,Summer,House,7074,8491.04
1,9790,Summer,Flat,4057,10482.79
4,10850,Summer,Flat,5085,18332.06
2,5940,Winter,Flat,4612,3204.85
3,7500,Winter,House,5501,5162.94
2,4580,Rainy,Flat,5932,6652.12
2,5670,Winter,House,2683,3844.84
7,1450,Rainy,Flat,1131,232.2
8,10030,Winter,Flat,2977,2252.93
5,17080,Rainy,House,6120,24389.26
8,12285,Winter,House,7595,14856.09
6,5610,Winter,Flat,4397,2510.82
3,5500,Summer,Flat,6650,3605.36
1,11950,Winter,Flat,9590,19380.84
5,12625,Summer,House,2635,11833.99
1,3965,Winter,House,5139,2588.75
5,1050,Rainy,Flat,516,54.03
4,28780,Rainy,House,2569,15026.35
3,9600,Rainy,House,4585,10088.28
8,21515,Summer,Flat,1743,8569.96
3,8710,Summer,Flat,5823,20418.73
3,10840,Rainy,House,6057,21587.92
8,22535,Winter,House,1843,11226.91
4,8600,Winter,House,552,762.85
7,15220,Summer,Flat,7332,15742.8
6,10420,Rainy,House,2306,6091.54
6,15010,Winter,House,4033,8777.62
5,6045,Winter,Flat,2648,2302.3
1,10570,Summer,Flat,1354,3673.65
8,5665,Rainy,Flat,6692,7510.54
1,14240,Winter,House,7374,9504.51
7,16530,Summer,Flat,8374,14181.79
6,9230,Summer,House,4293,17515.32
7,13045,Winter,Flat,2541,2967.35
7,18665,Rainy,House,5778,15666.94
6,9090,Winter,Flat,6088,10098.25
7,11090,Rainy,Flat,5338,18625.66
4,4135,Winter,Flat,2327,1134.67
2,11020,Rainy,House,7481,23413.24
8,9860,Summer,House,1915,8268.64
8,24125,Rainy,Flat,4900,9551.22
6,20260,Winter,House,1041,4997.42
2,12040,Winter,Flat,1677,3210.03
8,6240,Rainy,Flat,5313,5656.15
4,21950,Winter,House,4608,16810.56
6,21685,Rainy,House,1616,7973.3
4,12320,Summer,Flat,2674,8151.76
5,5360,Winter,House,1283,1158.73
6,3190,Rainy,House,771,576.09
1,9600,Winter,Flat,3380,4752.83
4,26110,Rainy,Flat,8542,18626.11
8,870,Rainy,Flat,8477,1696.66
4,21540,Rainy,House,6959,37714.42
6,10325,Summer,House,1696,5519.48
6,14280,Winter,House,598,1872.86
3,1905,Winter,House,804,355.25
2,5420,Rainy,House,7894,8494.19
6,5025,Rainy,Flat,9272,3422.84
5,6260,Rainy,Flat,4944,4650.27
6,860,Rainy,House,471,118.61
5,9750,Rainy,House,1487,3875.33
8,5495,Summer,Flat,7259,8848.86
8,11940,Summer,House,8139,23885.95
5,5205,Summer,House,8532,6152.79
2,21650,Winter,House,6629,42039.23
7,5750,Rainy,Flat,547,373.5
7,7770,Summer,House,3747,12860.95
8,25075,Winter,House,2612,18658.67
3,13300,Winter,House,9113,16278.45
8,13990,Rainy,House,7925,23566.03
5,4700,Rainy,Flat,1994,1027.08
1,315,Rainy,Flat,9235,937.0
2,27115,Winter,Flat,2019,7008.94
5,7880,Summer,House,4452,5230.17
2,9310,Summer,House,4319,10765.8
2,7315,Summer,Flat,9657,10985.3
7,23680,Summer,House,9649,57039.85
8,11090,Winter,House,4246,16819.07
1,3400,Summer,House,8102,8064.64
7,12360,Rainy,House,6019,25618.24
2,18750,Summer,Flat,5247,30026.2
5,11140,Summer,House,3619,14141.57
2,15660,Winter,Flat,7063,6031.21
2,9610,Rainy,House,8510,22751.86
6,15350,Rainy,Flat,995,2038.65
8,25010,Winter,Flat,9294,24583.27
7,1780,Rainy,House,5885,771.37
2,9000,Winter,Flat,4438,6466.08
6,4905,Winter,Flat,9247,11393.75
4,13700,Rainy,House,4623,13367.52
6,3360,Rainy,Flat,5390,5207.97
3,12650,Rainy,House,4773,9387.09
5,14310,Rainy,Flat,7705,25684.99
8,7520,Winter,Flat,2797,1577.08
5,12060,Rainy,Flat,406,347.41
7,17290,Rainy,House,3911,11335.32
8,2160,Summer,Flat,7787,2544.13
1,730,Rainy,Flat,7019,567.63
4,21310,Rainy,Flat,1222,3922.29
4,1950,Rainy,House,4255,2225.84
2,16955,Winter,House,3010,7308.71
5,3215,Rainy,Flat,4634,2166.24
5,20125,Summer,House,3172,19492.35
6,20710,Winter,House,9444,27696.33
1,7670,Winter,House,8608,13119.29
5,2090,Summer,House,4363,3256.47
8,5820,Summer,Flat,3298,6254.56
5,10770,Summer,House,1602,8964.86
5,18470,Rainy,House,5744,21230.77
5,11285,Summer,Flat,4232,12562.0
7,4150,Winter,House,8813,8411.99
6,7565,Rainy,House,1566,3033.82
6,8850,Summer,House,7802,17423.05
5,19565,Winter,House,1615,5060.48
2,3030,Rainy,House,4871,1804.22
1,13970,Rainy,House,4377,8549.77
8,4260,Summer,Flat,5613,9131.19
3,3850,Winter,Flat,6731,3014.71
1,12210,Summer,Flat,5473,13428.35
1,12300,Winter,Flat,3795,3582.19
2,14730,Winter,Flat,4538,6748.45
5,14680,Summer,Flat,1277,2214.3
5,7540,Rainy,House,3884,4975.56
3,11730,Rainy,House,5074,15191.4
6,3300,Rainy,House,7137,2944.44
5,12820,Winter,Flat,7150,14943.34
1,5960,Rainy,House,1151,2281.81
5,2610,Winter,Flat,428,236.49
2,6270,Summer,House,2892,4141.09
1,16070,Summer,Flat,1914,5131.11
6,17100,Summer,Flat,3434,8093.0
8,19580,Summer,House,8846,41471.8
7,3990,Winter,House,979,339.47
2,9915,Summer,Flat,3956,6230.22
2,13995,Rainy,House,5775,23137.68
3,7090,Summer,House,7258,14190.48
8,5030,Rainy,House,7462,9314.54
1,17255,Winter,Flat,7917,23315.83
2,19700,Summer,House,8817,47971.57
1,10355,Summer,House,7391,14173.55
1,8050,Summer,Flat,8210,5908.93
6,1080,Winter,Flat,3148,599.57
4,5395,Rainy,House,3892,1393.98
6,16390,Winter,House,4872,10951.75
1,11225,Rainy,House,1866,9787.84
2,2410,Rainy,Flat,5964,3246.16
3,19350,Winter,Flat,4592,7644.7
2,8140,Winter,Flat,3201,4041.07
6,5295,Rainy,House,4231,7883.05
7,16250,Rainy,House,2515,6857.48
1,12650,Summer,House,1419,8181.9
4,2605,Rainy,Flat,4694,1006.14
8,5220,Summer,House,4607,8768.71
1,2560,Rainy,House,7940,6298.23
6,9360,Winter,House,3134,5097.82
6,23000,Summer,Flat,5066,18169.77
1,5285,Rainy,Flat,6930,6400.35
3,11060,Summer,House,8806,22618.8
2,10570,Winter,House,4303,9876.58
7,6490,Winter,Flat,2529,1250.75
3,9535,Rainy,House,7289,17143.98
4,18570,Winter,Flat,7193,23423.04
2,4950,Rainy,House,3016,4590.24
8,8300,Winter,Flat,9327,13549.0
5,11045,Rainy,House,4779,17074.3
1,3600,Winter,Flat,7575,3645.32
7,12750,Summer,Flat,6943,9542.31
5,4670,Summer,Flat,7831,3389.1
6,10530,Winter,Flat,8070,6878.76
3,7750,Winter,House,854,1068.53
4,15645,Summer,House,5961,27391.89
3,6220,Rainy,Flat,6770,8701.57
7,12810,Summer,House,7323,19293.77
7,2205,Rainy,Flat,6432,2478.54
5,5340,Winter,Flat,6872,4565.84
7,18265,Summer,House,7025,41316.25
1,27955,Rainy,Flat,3000,13165.48
4,6300,Summer,Flat,8430,6509.7
6,6110,Rainy,Flat,9146,11746.82
5,20330,Rainy,Flat,9095,38385.89
8,10220,Rainy,House,7922,9798.59
3,4830,Summer,House,6260,5218.37
8,15925,Rainy,Flat,9393,28503.49
8,11340,Summer,Flat,3813,7609.19
4,14550,Winter,House,2914,6311.5
7,6370,Winter,House,1468,1959.31
3,11865,Rainy,House,7615,16753.43
6,495,Rainy,House,7254,1146.63
8,5210,Summer,House,4407,3721.89
7,14695,Summer,Flat,687,1720.46
5,19575,Rainy,House,9079,31539.19
3,3570,Summer,House,5178,4570.05
1,5980,Rainy,House,5474,11906.29
5,19860,Winter,House,6815,43104.58
8,6000,Rainy,House,4526,5271.3
3,3225,Winter,Flat,5633,3271.57
4,10715,Rainy,Flat,6536,12132.44
5,1800,Rainy,House,6148,785.01
4,14590,Summer,House,2036,9878.1
5,4640,Summer,Flat,4310,5774.72
3,12250,Winter,House,9715,23588.0
8,8080,Rainy,House,2429,4149.64
3,21915,Rainy,House,8458,49923.13
8,16260,Winter,House,4178,11642.7
5,13540,Summer,Flat,8727,18895.5
5,21510,Winter,Flat,4417,14698.77
6,8410,Rainy,Flat,8396,7033.99
7,12030,Rainy,Flat,4661,9648.38
6,6710,Summer,Flat,4526,4540.42
8,3465,Winter,House,5421,4496.08
7,11275,Winter,Flat,3244,1328.36
6,4620,Summer,House,2079,3213.31
8,9560,Winter,Flat,2223,1836.13
6,4760,Summer,Flat,3829,3746.52
2,5070,Summer,Flat,6969,8236.55
4,10000,Winter,House,6615,13770.61
4,4250,Winter,House,7256,9377.79
5,22135,Summer,House,2618,15039.71
2,12490,Rainy,Flat,5441,5012.63
1,5220,Rainy,House,535,616.95
7,21220,Winter,Flat,6656,16145.27
5,6620,Rainy,House,2074,2795.93
4,27760,Summer,Flat,712,3226.63
1,13055,Winter,Flat,3363,4810.57
7,14030,Summer,Flat,5659,9846.17
8,21270,Rainy,House,6098,20786.01
8,8770,Winter,Flat,3486,5271.87
2,14940,Rainy,Flat,3257,5280.43
2,14640,Winter,House,2442,10552.82
3,16465,Summer,House,7498,31346.45
7,5700,Winter,House,8252,7442.08
5,3420,Rainy,Flat,6897,4507.34
3,16390,Rainy,House,9459,44670.17
4,21230,Winter,House,1445,4013.73
5,9250,Winter,Flat,9376,7254.98
2,18390,Summer,House,7226,43718.36
7,9240,Rainy,Flat,1442,1901.01
5,26480,Summer,House,4702,40418.15
6,5780,Summer,Flat,3554,2000.59
4,14220,Summer,House,5259,29191.21
4,10670,Winter,House,8289,14326.41
2,12030,Rainy,House,5748,19292.6
1,21560,Winter,Flat,5431,17764.09
3,8210,Summer,House,4227,7158.06
1,23600,Rainy,House,6344,40373.41
6,21080,Rainy,House,7780,21725.79
2,11555,Summer,House,2048,5066.9
4,12000,Winter,House,6902,22318.62
7,20690,Summer,House,7594,29734.71
3,13740,Winter,House,9069,11344.42
2,19890,Summer,House,7649,55740.62
5,13400,Winter,House,7004,16976.93
3,13070,Rainy,Flat,758,516.99
4,8015,Rainy,House,4273,11166.17
6,3750,Winter,Flat,4755,1742.98
2,4620,Winter,Flat,3906,1551.28
1,7270,Summer,House,8626,8756.71
5,17000,Rainy,House,1907,4299.57
4,5520,Winter,Flat,2882,2557.99
3,17170,Summer,Flat,4706,7531.31
5,14825,Winter,Flat,6142,10066.71
2,2760,Summer,Flat,1045,269.21
7,3060,Winter,House,2481,2026.55
8,22070,Summer,House,6627,26225.53
6,15800,Winter,House,1589,5499.78
2,3490,Summer,House,7812,6759.74
3,15880,Summer,House,9926,25091.64
2,12590,Winter,Flat,5939,7957.21
7,11260,Summer,Flat,8009,11490.23
8,25900,Rainy,House,1248,9050.9
5,180,Summer,House,3181,166.1
7,14295,Summer,House,5179,25705.26
3,3585,Rainy,Flat,9658,8940.95
4,7935,Winter,House,5597,13082.73
4,13395,Winter,House,6691,22867.18
4,8890,Winter,Flat,4972,8200.3
2,14260,Rainy,House,6628,16034.18
3,17000,Summer,House,3478,16827.31
8,14340,Rainy,House,998,3852.9
7,7970,Summer,Flat,3323,1714.2
3,2090,Rainy,Flat,7939,4976.51
6,4475,Summer,House,6871,11704.24
4,16830,Winter,House,5174,22669.03
8,15065,Rainy,House,8140,30780.41
6,13800,Rainy,House,8481,34357.81
4,3640,Rainy,Flat,9165,5946.66
5,10820,Rainy,Flat,4531,5123.43
1,2150,Summer,House,9897,3509.91
3,8850,Winter,House,2782,4290.41
5,15140,Summer,Flat,4815,13820.87
1,15500,Winter,House,1111,3444.71
7,18110,Rainy,House,8052,22389.08
2,6415,Rainy,Flat,5549,4281.59
2,15340,Winter,Flat,4633,4060.89
7,1590,Rainy,House,933,350.08
5,7760,Rainy,Flat,7252,15679.89
8,17430,Summer,House,8095,24360.12
6,11650,Winter,Flat,1937,2737.96
4,6325,Summer,Flat,8727,7709.78
7,8525,Winter,House,6587,4171.02
5,10120,Rainy,House,4004,6688.64
1,10670,Summer,House,9808,28303.37
5,19560,Summer,House,996,3857.98
5,6630,Winter,House,711,769.91
7,5700,Winter,House,9790,6975.12
7,7800,Summer,Flat,1210,2770.92
7,10110,Rainy,Flat,4733,9707.57
8,9870,Rainy,Flat,9532,19663.36
8,10795,Summer,House,4399,16231.82
8,5610,Winter,Flat,1974,1222.93
4,20040,Winter,House,6575,27036.8
7,8780,Rainy,Flat,672,453.75
3,5360,Rainy,House,5513,4405.32
4,14950,Rainy,House,4720,8977.14
4,1815,Rainy,House,4252,2186.88
1,5045,Winter,House,1315,551.02
4,12920,Rainy,House,6541,18751.77
1,5405,Winter,House,774,877.61
8,10050,Winter,Flat,6594,12424.22
3,2710,Rainy,House,787,583.48
8,8410,Rainy,Flat,9290,17709.28
4,25410,Rainy,House,5486,33453.06
7,8480,Summer,Flat,7972,1743.08
6,11410,Winter,House,9813,8710.11
5,11750,Winter,Flat,8827,26806.63
4,18545,Summer,House,1021,7931.42
7,1820,Rainy,House,7712,2526.11
7,4265,Summer,House,2582,2877.89
7,8750,Winter,Flat,9688,8174.34
1,11950,Rainy,House,1223,2861.97
