FamilyMembers,HouseType,Sqft,Season,Units
6,Flat,1996,Summer,3732.48
4,House,1266,Winter,781.24
5,House,1250,Summer,2267.11
1,House,1844,Winter,2253.78
1,House,723,Winter,3460.09
2,Flat,2246,Summer,1792.19
4,Flat,1479,Winter,2815.61
2,House,622,Rainy,1806.34
4,Flat,398,Winter,1297.72
5,House,2339,Rainy,5362.12
5,House,758,Rainy,1133.39
1,House,1924,Summer,2117.12
1,Flat,948,Summer,2558.52
3,House,2156,Winter,2041.87
4,House,802,Rainy,3117.07
2,Flat,1817,Winter,58.81
4,Flat,1826,Rainy,5074.79
1,House,2125,Summer,5292.7
1,Flat,429,Summer,825.15
5,Flat,603,Rainy,1249.89
3,Flat,1395,Rainy,372.02
6,Flat,1720,Rainy,5979.12
1,Flat,2488,Rainy,4770.52
4,Flat,2325,Summer,6822.7
3,Flat,330,Winter,3072.67
2,House,1205,Summer,3349.46
2,House,1246,Rainy,3792.27
4,Flat,669,Summer,3087.76
4,Flat,1752,Rainy,10280.21
4,Flat,2363,Winter,607.77
1,House,817,Summer,436.3
3,House,665,Summer,9387.91
4,House,2281,Rainy,1356.16
1,House,1910,Rainy,605.54
6,Flat,934,Summer,4234.46
1,Flat,1785,Rainy,3859.65
2,Flat,1592,Summer,870.17
3,Flat,1377,Summer,2691.25
2,Flat,1180,Winter,602.7
6,House,2056,Rainy,3457.64
6,Flat,406,Rainy,707.64
2,House,2096,Summer,6513.95
4,House,1454,Summer,2293.1
6,House,2356,Rainy,1573.92
1,House,1258,Rainy,829.06
4,House,2285,Summer,4473.13
2,Flat,721,Rainy,348.1
3,Flat,937,Summer,4279.41
3,Flat,2219,Summer,2247.6
5,House,333,Summer,10958.17
2,Flat,1304,Rainy,7680.19
6,House,1936,Summer,6934.93
3,Flat,615,Rainy,916.79
6,House,704,Summer,1771.63
2,Flat,1356,Winter,541.67
6,Flat,1225,Rainy,2499.27
1,House,1917,Summer,2024.35
1,House,1021,Winter,887.29
2,Flat,1742,Winter,2032.5
4,House,1050,Winter,3599.13
3,House,2291,Summer,4569.74
6,House,1806,Winter,2598.0
5,Flat,302,Summer,3967.52
5,Flat,533,Winter,603.34
5,Flat,2121,Rainy,1000.85
2,House,756,Summer,387.61
4,House,670,Winter,2420.54
6,Flat,723,Rainy,849.3
1,House,1381,Rainy,173.9
1,Flat,985,Winter,1879.69
5,House,510,Rainy,2261.45
4,House,1744,Winter,2644.32
4,Flat,1025,Winter,4016.95
5,Flat,1289,Rainy,1908.61
3,House,2460,Winter,394.34
6,Flat,2267,Winter,570.89
3,Flat,2348,Rainy,1990.09
1,House,1619,Winter,179.74
6,Flat,2389,Rainy,1211.69
6,House,2211,Winter,484.07
4,Flat,496,Winter,295.37
2,Flat,1936,Rainy,354.88
4,House,613,Rainy,2159.19
2,Flat,1033,Winter,2246.56
6,House,2486,Rainy,3195.36
6,House,1851,Rainy,10276.63
4,Flat,1112,Winter,310.85
3,House,525,Summer,3617.49
3,House,666,Winter,5471.03
2,Flat,516,Winter,1641.03
6,Flat,372,Rainy,1030.11
2,House,1526,Summer,7895.62
1,House,2017,Winter,458.38
2,Flat,1497,Summer,8148.31
2,House,2104,Summer,851.53
1,Flat,1153,Winter,454.2
2,Flat,1810,Winter,4163.14
2,Flat,2165,Summer,1240.53
4,House,1494,Summer,7224.73
2,House,1392,Winter,1661.59
1,Flat,1837,Winter,1266.38
3,Flat,1454,Summer,1662.82
2,Flat,1968,Rainy,217.26
3,Flat,306,Rainy,1469.53
2,House,2090,Summer,858.01
2,Flat,953,Summer,5149.39
4,House,1240,Winter,1159.82
5,House,651,Rainy,1083.67
4,House,2445,Winter,5647.63
5,Flat,1150,Rainy,1019.91
2,House,2400,Summer,2687.69
6,Flat,714,Winter,3873.6
4,Flat,934,Rainy,3927.35
5,Flat,1285,Summer,598.68
1,House,1445,Rainy,1081.09
1,Flat,1351,Rainy,245.86
4,House,1523,Rainy,2830.26
5,House,2326,Summer,2893.61
1,House,589,Summer,160.9
2,House,2333,Rainy,1261.9
2,Flat,1323,Winter,2676.65
6,Flat,1098,Rainy,7050.23
3,House,816,Summer,1026.64
5,House,2001,Rainy,1627.48
5,House,322,Rainy,5602.16
2,Flat,1209,Winter,2235.45
5,Flat,1278,Rainy,832.0
3,Flat,2156,Summer,7157.98
5,House,890,Summer,461.39
5,Flat,1834,Winter,788.83
1,Flat,1906,Winter,397.27
4,Flat,587,Summer,2304.39
2,Flat,822,Summer,1474.13
1,House,1342,Winter,750.75
3,House,1633,Rainy,885.69
4,Flat,1154,Summer,1326.05
6,House,2385,Summer,3410.9
3,Flat,793,Summer,2573.29
5,Flat,2115,Winter,2117.7
4,Flat,2404,Summer,3493.38
3,House,2024,Winter,1289.08
1,Flat,969,Rainy,260.28
4,Flat,839,Summer,142.1
1,Flat,1489,Summer,1466.58
3,House,2183,Winter,1977.21
6,Flat,1511,Winter,5939.58
5,Flat,920,Summer,3732.4
2,Flat,693,Summer,3107.81
5,House,2031,Winter,3623.67
6,House,1436,Winter,1104.69
5,Flat,2362,Summer,509.42
3,House,1656,Rainy,1692.44
4,House,1153,Summer,954.84
4,Flat,1411,Winter,2024.8
5,House,792,Winter,631.07
6,Flat,1244,Rainy,2729.16
6,Flat,2207,Rainy,2564.74
5,Flat,2113,Summer,1110.0
2,Flat,2100,Summer,2952.83
3,House,2078,Rainy,4300.57
4,Flat,2161,Rainy,4745.24
2,Flat,1239,Rainy,4629.86
2,Flat,1215,Winter,4371.56
2,Flat,1065,Winter,2186.76
1,Flat,1293,Rainy,1264.15
3,Flat,1584,Rainy,4185.8
1,House,1232,Winter,6169.57
3,House,1390,Winter,483.01
6,House,1520,Summer,5702.59
4,House,1904,Summer,4509.2
1,House,1064,Summer,521.84
2,Flat,506,Summer,3930.01
3,House,316,Winter,1558.8
6,House,416,Rainy,1359.61
3,House,651,Winter,1495.54
3,House,345,Summer,2795.29
2,House,1872,Rainy,3129.3
1,House,1301,Rainy,644.43
5,House,1444,Rainy,723.38
4,House,1020,Summer,627.51
4,House,1294,Rainy,1036.91
3,Flat,2178,Summer,1374.55
6,House,1247,Summer,3484.43
1,Flat,1993,Winter,2681.14
6,Flat,1752,Rainy,1790.37
2,Flat,1206,Summer,2062.68
5,Flat,990,Winter,1013.63
2,House,1061,Rainy,941.19
2,House,1972,Rainy,3146.52
5,Flat,2406,Rainy,1249.13
2,Flat,2033,Summer,8117.31
2,House,1011,Summer,428.71
6,Flat,682,Summer,8448.82
3,House,815,Rainy,798.66
4,Flat,1105,Winter,172.59
5,House,1666,Summer,4479.23
5,House,2164,Summer,2638.49
6,House,1920,Winter,194.72
6,Flat,1585,Rainy,879.16
2,House,729,Winter,289.06
4,Flat,1450,Summer,9.76
4,Flat,353,Rainy,1362.13
4,House,1933,Summer,1761.34
3,House,1174,Rainy,2974.13
2,Flat,1818,Winter,1098.01
3,Flat,1662,Summer,1977.66
3,Flat,1070,Rainy,2356.19
2,House,2027,Summer,7515.19
4,House,2142,Summer,370.52
6,House,1132,Winter,4847.56
5,House,820,Summer,1108.99
6,House,878,Rainy,1319.42
5,House,2466,Rainy,3901.78
5,House,364,Rainy,1631.76
4,Flat,2349,Winter,954.8
6,Flat,460,Winter,559.56
1,Flat,975,Winter,2238.67
6,House,442,Winter,1268.95
2,House,928,Summer,1058.51
2,House,1573,Summer,1697.06
3,House,636,Rainy,2514.81
2,Flat,590,Summer,838.59
4,House,1783,Rainy,1311.96
4,Flat,2015,Winter,4741.6
6,House,2457,Winter,352.56
3,Flat,1830,Rainy,760.79
6,House,2371,Winter,920.5
1,House,357,Summer,4507.33
1,Flat,1189,Rainy,196.16
5,House,2261,Winter,1992.54
3,House,2296,Winter,3162.79
5,Flat,1579,Summer,2798.77
4,Flat,1487,Rainy,735.16
5,Flat,1039,Rainy,933.73
5,House,1315,Winter,1204.49
5,House,988,Rainy,463.23
5,House,1642,Rainy,9921.0
5,Flat,2466,Rainy,159.63
6,Flat,2445,Rainy,3613.52
1,Flat,451,Rainy,1565.69
1,Flat,2311,Winter,754.19
2,Flat,818,Winter,3166.84
3,Flat,2458,Winter,1995.42
6,Flat,2363,Rainy,1660.93
1,House,746,Summer,258.29
5,Flat,1207,Rainy,657.18
3,Flat,1124,Rainy,728.2
4,House,356,Summer,1547.1
2,House,2203,Winter,2506.37
4,House,1029,Rainy,999.72
2,House,1480,Summer,304.5
4,House,1851,Rainy,1760.95
2,House,384,Rainy,1028.45
4,House,2213,Summer,1739.43
1,House,1420,Winter,1376.87
3,Flat,1152,Winter,2821.68
2,Flat,990,Summer,4315.73
4,Flat,1322,Winter,1008.09
1,Flat,2311,Rainy,2400.77
6,House,2291,Rainy,1661.87
5,Flat,1566,Summer,860.54
2,House,1267,Winter,10156.64
5,House,516,Rainy,2134.06
1,Flat,787,Winter,1463.36
4,Flat,1195,Summer,3666.32
4,Flat,1513,Winter,3699.72
2,Flat,1132,Winter,3567.45
4,House,2111,Rainy,947.68
3,Flat,1215,Rainy,2409.97
5,House,1871,Rainy,200.39
3,Flat,695,Summer,3111.97
5,House,335,Summer,2795.38
4,Flat,1619,Rainy,3290.62
1,House,1083,Winter,685.03
4,House,897,Summer,180.04
2,Flat,903,Rainy,2740.0
4,Flat,1153,Summer,1721.71
1,Flat,662,Summer,1811.65
5,House,2294,Summer,492.1
6,House,1659,Summer,925.59
3,Flat,662,Summer,171.21
3,Flat,1497,Summer,3295.38
3,House,1623,Winter,1780.81
6,House,648,Rainy,298.55
5,Flat,1492,Summer,5134.14
2,House,1136,Rainy,1917.77
4,House,731,Winter,1425.46
4,Flat,1141,Summer,2882.11
5,House,2031,Rainy,1369.1
2,House,2379,Winter,348.49
1,Flat,586,Winter,2220.71
2,Flat,455,Summer,1452.14
5,Flat,1395,Rainy,112.61
1,Flat,1949,Rainy,919.53
5,Flat,849,Summer,2045.7
2,House,2246,Rainy,890.31
5,Flat,1370,Summer,3333.11
5,Flat,2033,Winter,2924.88
5,House,2086,Winter,1160.11
5,Flat,2212,Winter,887.95
5,House,1063,Winter,979.84
5,House,1330,Summer,14835.16
3,Flat,494,Summer,278.81
3,Flat,304,Winter,348.59
5,Flat,416,Rainy,1801.61
5,Flat,594,Summer,565.28
5,Flat,1762,Winter,1003.93
5,House,1486,Summer,6190.65
6,Flat,1189,Winter,830.76
3,House,716,Winter,288.44
3,Flat,1974,Rainy,887.5
3,House,1128,Summer,4165.98
1,Flat,1170,Rainy,2500.64
2,Flat,2353,Summer,475.79
4,Flat,1811,Rainy,2077.52
3,Flat,1092,Summer,486.71
3,Flat,903,Rainy,1083.71
4,Flat,1637,Summer,2387.39
1,House,1457,Rainy,964.26
5,House,937,Summer,3524.54
1,Flat,2290,Winter,428.12
5,House,1928,Winter,4071.8
3,House,1762,Summer,5319.25
2,Flat,1600,Rainy,1568.09
6,Flat,2318,Summer,7464.29
2,House,1308,Summer,2754.62
1,Flat,1476,Winter,3056.84
1,Flat,2114,Summer,4538.54
1,House,309,Winter,654.73
6,House,390,Summer,1978.98
4,Flat,1135,Winter,454.35
3,House,1359,Summer,7448.17
3,House,1613,Winter,940.41
6,Flat,2124,Summer,2426.85
5,House,2310,Rainy,2408.12
5,Flat,390,Winter,665.78
5,House,680,Winter,66.49
3,Flat,1596,Rainy,1010.1
1,Flat,1795,Summer,936.46
6,House,1320,Winter,621.93
4,House,1335,Winter,1347.82
5,Flat,1649,Summer,4369.16
4,House,2090,Rainy,4869.76
1,Flat,1481,Summer,1314.93
5,House,579,Winter,4881.86
3,House,1810,Rainy,1556.28
1,House,2041,Winter,2481.93
1,Flat,2118,Rainy,1751.52
6,House,2293,Rainy,5317.73
1,House,2391,Winter,801.2
6,House,1404,Summer,4801.09
4,Flat,672,Rainy,887.24
1,Flat,1938,Rainy,1154.46
5,House,2003,Summer,4908.87
3,House,945,Rainy,4094.68
1,House,580,Winter,340.78
4,House,1296,Summer,2013.24
2,Flat,573,Summer,3215.61
5,Flat,1719,Summer,10447.37
1,Flat,1365,Summer,5247.35
5,Flat,1621,Summer,906.52
3,House,1692,Winter,5193.67
6,Flat,2456,Winter,2293.84
6,Flat,1350,Summer,3243.66
1,House,2022,Rainy,1236.54
6,House,2021,Rainy,2486.51
4,Flat,1570,Winter,1395.1
4,Flat,1717,Rainy,2516.83
1,Flat,632,Rainy,2217.62
6,Flat,2249,Winter,5499.41
3,Flat,2333,Rainy,2882.29
2,House,1680,Winter,1148.3
6,House,1703,Rainy,1335.59
6,Flat,2165,Summer,2319.83
3,Flat,2138,Summer,761.73
1,Flat,2126,Winter,808.01
6,House,2072,Summer,1090.26
3,House,2387,Winter,920.79
2,House,1397,Rainy,1727.56
4,House,1118,Winter,1815.08
1,House,516,Rainy,6702.08
2,House,2251,Rainy,2869.65
4,House,1389,Summer,533.32
1,House,810,Winter,955.71
6,Flat,872,Summer,3035.8
2,House,754,Rainy,1871.92
2,House,1463,Winter,725.27
4,Flat,1404,Rainy,1336.67
4,House,666,Rainy,908.66
2,House,1300,Summer,852.93
3,Flat,1377,Winter,3066.62
5,House,1603,Summer,343.62
5,House,1678,Winter,1348.82
2,House,971,Rainy,268.52
5,House,1152,Rainy,1320.79
3,House,890,Summer,301.18
2,Flat,729,Winter,1010.0
5,Flat,1748,Winter,321.27
4,Flat,2095,Summer,6929.66
3,House,325,Summer,2713.52
6,House,1755,Summer,1311.38
5,Flat,1832,Winter,320.48
5,House,564,Rainy,1737.13
2,Flat,1945,Rainy,1550.06
1,House,413,Winter,1747.1
1,Flat,2469,Winter,1721.97
6,House,2236,Winter,2670.79
6,House,2354,Winter,2887.97
6,Flat,1638,Summer,4411.91
2,House,901,Rainy,1978.09
1,House,1923,Summer,1336.9
5,Flat,1445,Winter,3532.24
4,House,1394,Rainy,166.85
6,House,972,Summer,10241.85
6,Flat,2108,Summer,1803.2
1,Flat,1955,Rainy,2287.19
5,House,949,Rainy,8468.99
6,House,1548,Rainy,473.21
3,Flat,1862,Rainy,205.89
6,Flat,1244,Summer,2196.73
3,House,1508,Winter,1559.01
3,Flat,1144,Summer,6231.97
5,Flat,1782,Summer,3813.1
4,House,1585,Winter,3125.11
4,House,2307,Summer,1252.09
4,Flat,1514,Rainy,739.28
6,House,1208,Winter,5393.23
6,House,1725,Rainy,5968.88
1,Flat,2343,Rainy,740.05
3,Flat,1501,Winter,2730.37
4,Flat,607,Rainy,2285.97
1,House,970,Winter,765.73
3,House,1414,Winter,1333.92
5,House,1380,Winter,572.99
5,Flat,1121,Rainy,4432.2
2,Flat,1451,Summer,337.42
6,House,1882,Summer,3271.86
2,Flat,2446,Summer,4191.0
4,House,2447,Rainy,213.46
2,House,2155,Rainy,1031.09
1,House,437,Winter,1110.38
3,House,322,Summer,2007.59
6,Flat,1771,Summer,3885.01
4,House,2391,Summer,270.21
2,House,2093,Summer,3382.2
6,House,1986,Rainy,2085.48
4,Flat,2198,Summer,951.14
1,House,605,Summer,491.82
6,House,477,Winter,432.62
6,Flat,1963,Summer,7782.17
1,House,1849,Rainy,398.49
5,Flat,1053,Winter,2274.1
6,House,1403,Summer,186.62
1,Flat,733,Summer,3180.4
1,Flat,2282,Summer,1648.95
5,Flat,732,Summer,2168.13
4,House,2360,Summer,4918.46
4,Flat,733,Summer,1924.9
2,House,2104,Rainy,1546.68
3,Flat,1367,Winter,806.66
2,Flat,1431,Winter,1716.81
2,House,1303,Rainy,1131.32
6,House,2294,Rainy,5265.96
3,House,2462,Rainy,372.9
3,Flat,2194,Rainy,1696.88
6,House,1154,Winter,1579.81
2,Flat,535,Summer,450.13
5,Flat,742,Summer,538.08
6,Flat,1509,Rainy,583.66
4,House,1156,Rainy,6704.58
1,House,1862,Summer,6325.31
6,House,1414,Rainy,2514.93
1,House,1099,Rainy,4685.11
5,House,1307,Summer,4492.49
6,Flat,2472,Rainy,1617.56
5,Flat,2488,Rainy,119.84
4,House,815,Summer,13016.99
6,House,1137,Winter,5312.49
5,House,840,Summer,4161.26
1,House,1499,Winter,1136.99
1,House,418,Summer,5872.97
5,Flat,923,Summer,5817.32
6,Flat,1908,Rainy,4616.02
2,Flat,1536,Rainy,5508.38
6,House,2259,Rainy,291.13
2,House,1967,Winter,339.22
3,Flat,1700,Summer,660.19
5,House,2254,Winter,812.25
4,Flat,640,Summer,1999.77
5,Flat,1558,Winter,1315.95
5,House,1843,Summer,7248.32
1,Flat,942,Summer,919.82
6,Flat,1891,Summer,1452.54
6,House,2235,Winter,8648.2
3,Flat,1852,Winter,349.46
1,Flat,1478,Summer,2311.43
2,Flat,1035,Rainy,1740.11
1,Flat,1780,Winter,3087.31
4,House,484,Winter,2370.52
2,Flat,2483,Summer,2842.47
6,House,2059,Summer,3913.64
3,House,421,Winter,8468.1
2,House,1250,Rainy,1901.18
4,Flat,1643,Summer,4457.49
6,House,1424,Winter,4502.2
4,House,1078,Summer,7695.01
1,House,1301,Summer,4473.68
4,Flat,2294,Winter,2617.95
2,Flat,2235,Summer,4409.23
6,House,1593,Winter,1343.94
6,Flat,1643,Rainy,2953.33
6,House,574,Winter,1402.23
1,House,1022,Rainy,1274.85
3,House,1527,Rainy,4184.41
2,Flat,2116,Winter,3048.19
2,Flat,655,Rainy,200.75
1,Flat,2439,Winter,2356.59
1,Flat,1527,Rainy,2508.51
2,House,1608,Rainy,903.12
3,House,1601,Summer,10069.75
6,Flat,1053,Summer,1102.15
1,House,504,Summer,4694.65
6,House,1296,Summer,2530.53
4,House,1809,Winter,3532.05
5,House,2148,Rainy,4954.93
3,House,721,Summer,5274.22
5,House,1792,Rainy,432.89
6,House,2164,Rainy,358.81
2,Flat,1753,Summer,292.46
1,House,1229,Summer,4638.77
6,Flat,1811,Summer,7953.62
6,Flat,2339,Winter,3329.4
5,House,2414,Summer,9402.25
4,House,1824,Rainy,3859.4
3,Flat,430,Rainy,2191.67
6,House,1808,Rainy,2096.48
1,House,1014,Summer,1125.74
6,House,1721,Winter,1344.75
1,House,2086,Summer,186.27
1,Flat,1088,Winter,1029.37
5,House,2461,Rainy,2407.53
6,Flat,470,Winter,342.43
4,Flat,1067,Summer,8728.34
4,House,312,Summer,1653.54
6,Flat,317,Winter,1687.25
4,House,2182,Summer,1428.87
6,Flat,1064,Rainy,2886.16
2,House,315,Winter,3975.91
4,Flat,1649,Rainy,3737.69
4,House,1148,Rainy,524.69
2,House,1659,Summer,7199.45
3,Flat,611,Rainy,3770.42
2,House,421,Rainy,446.37
6,House,795,Winter,1976.03
1,Flat,1629,Summer,458.07
5,Flat,775,Rainy,112.95
3,House,310,Summer,255.3
5,House,1332,Summer,3772.87
3,Flat,2447,Rainy,1031.68
3,Flat,1208,Summer,3332.8
5,Flat,1355,Summer,511.48
6,House,2146,Winter,298.11
3,House,1025,Summer,4779.17
1,Flat,2432,Rainy,4037.34
1,Flat,2098,Rainy,884.05
6,Flat,1035,Summer,9132.73
6,House,1941,Summer,5096.5
3,House,1407,Winter,1658.71
4,House,557,Winter,2241.4
3,Flat,2479,Rainy,790.52
2,House,2193,Summer,1993.18
1,House,1350,Rainy,5157.15
2,Flat,781,Winter,212.13
1,Flat,1732,Winter,160.93
5,House,501,Winter,1147.77
3,House,362,Summer,1052.33
2,House,2020,Rainy,882.18
1,Flat,434,Winter,804.8
4,House,1578,Summer,4335.31
5,Flat,896,Rainy,1195.32
1,Flat,1143,Summer,6898.15
6,Flat,1044,Summer,2130.78
4,Flat,333,Rainy,617.44
3,Flat,1394,Winter,3467.65
6,Flat,1374,Winter,160.16
6,Flat,2409,Rainy,607.92
1,Flat,991,Winter,3623.8
4,House,983,Winter,288.99
5,Flat,1125,Summer,6569.97
6,Flat,1634,Rainy,3296.08
2,Flat,2412,Rainy,951.07
5,Flat,576,Winter,8371.07
2,Flat,300,Rainy,2276.1
5,House,2227,Winter,1918.81
5,House,660,Winter,1227.77
3,Flat,920,Rainy,80.04
1,Flat,1766,Summer,638.06
5,Flat,415,Rainy,1322.41
1,Flat,2109,Summer,5385.73
6,Flat,1166,Rainy,1587.67
4,House,1524,Summer,235.59
5,Flat,2477,Summer,2385.01
4,Flat,1707,Rainy,2736.76
1,House,414,Summer,84.15
5,House,2275,Winter,751.31
2,House,1629,Winter,1683.55
1,House,1157,Winter,626.34
1,House,432,Rainy,457.19
4,Flat,2446,Summer,10642.05
6,Flat,908,Rainy,4796.35
4,House,2467,Winter,895.69
3,House,993,Winter,1717.86
4,Flat,1102,Summer,2610.35
5,Flat,1507,Winter,2902.07
4,Flat,1238,Rainy,2295.69
6,House,1636,Winter,12107.2
1,House,581,Summer,1120.18
5,Flat,1555,Summer,7078.7
6,Flat,526,Rainy,1584.43
2,House,1622,Summer,6257.24
3,Flat,1518,Summer,2820.34
5,Flat,2218,Winter,2448.98
4,House,1483,Winter,609.73
1,Flat,2062,Summer,158.12
4,Flat,2027,Rainy,545.93
2,House,1384,Rainy,1644.15
2,Flat,1279,Rainy,1739.13
6,Flat,2408,Rainy,1443.04
3,Flat,1789,Rainy,1092.46
6,Flat,1297,Rainy,1152.64
2,House,484,Summer,4215.38
2,Flat,1760,Summer,4938.59
2,House,1165,Rainy,894.69
6,House,1342,Winter,210.01
5,House,1108,Summer,224.43
2,House,1852,Rainy,470.29
6,Flat,1087,Winter,1209.83
3,House,558,Summer,233.11
5,House,2389,Summer,2565.8
6,Flat,1481,Rainy,7943.34
3,Flat,1082,Summer,1124.7
1,House,2275,Summer,410.09
3,House,1499,Winter,125.03
1,Flat,914,Rainy,2906.28
6,Flat,1381,Summer,2008.91
3,House,2029,Winter,648.8
4,House,1910,Winter,237.05
5,Flat,551,Rainy,2447.52
4,Flat,1997,Rainy,2731.15
4,House,1267,Summer,2444.29
4,House,2351,Summer,7270.91
3,House,2144,Rainy,1442.85
1,Flat,1814,Summer,2887.7
1,Flat,923,Rainy,3736.63
4,House,2217,Winter,2206.04
6,Flat,2458,Rainy,1204.41
5,House,2022,Winter,1359.11
2,Flat,1281,Summer,4157.05
2,House,1204,Summer,253.33
1,House,2205,Summer,6381.08
5,Flat,1644,Summer,5663.81
4,House,2139,Summer,11064.38
1,House,572,Summer,4547.05
1,Flat,373,Winter,973.27
3,Flat,918,Summer,168.37
5,Flat,1779,Summer,6508.23
5,House,1171,Rainy,3195.67
4,Flat,1616,Winter,2120.83
6,Flat,1332,Rainy,1373.18
6,House,389,Rainy,1375.56
6,House,778,Rainy,3182.47
1,House,1772,Summer,343.44
6,House,835,Summer,41.82
2,Flat,1535,Winter,429.06
4,Flat,1602,Summer,4177.36
1,Flat,1954,Winter,5071.64
6,Flat,423,Winter,2481.56
5,Flat,2265,Summer,7253.11
4,Flat,2298,Winter,1889.59
4,Flat,1451,Winter,3565.0
6,Flat,1686,Rainy,2363.54
4,Flat,955,Rainy,624.17
2,Flat,2258,Winter,1599.07
1,House,1072,Winter,364.6
1,House,1700,Rainy,4310.95
5,House,1396,Summer,7162.05
6,House,1712,Rainy,132.98
2,Flat,1372,Summer,3453.89
3,House,516,Rainy,746.28
4,Flat,304,Summer,1601.81
4,Flat,1329,Rainy,2788.94
4,Flat,2039,Rainy,4498.34
3,Flat,880,Summer,963.55
5,House,1376,Summer,615.16
3,Flat,2021,Summer,206.87
6,Flat,2019,Winter,256.31
2,House,2199,Summer,254.41
2,Flat,2305,Rainy,6869.4
1,House,774,Rainy,378.46
2,House,710,Winter,967.73
6,Flat,2299,Winter,1744.37
2,House,2077,Winter,119.04
5,House,815,Summer,9179.56
5,Flat,1199,Winter,688.49
1,Flat,2061,Rainy,1218.33
4,House,1765,Rainy,4660.98
3,House,1269,Rainy,667.91
2,Flat,420,Summer,4798.67
3,House,1395,Winter,441.69
5,House,2263,Rainy,584.26
3,Flat,1904,Winter,2919.61
2,House,672,Summer,2867.11
4,House,758,Summer,3939.27
6,Flat,2246,Rainy,689.68
5,House,1048,Rainy,1848.58
5,House,2214,Rainy,6523.1
1,Flat,1369,Rainy,1672.67
6,House,1046,Rainy,4085.41
5,Flat,2127,Winter,690.11
4,House,1775,Summer,2094.49
3,House,592,Summer,514.73
6,House,1507,Rainy,1106.28
4,House,877,Summer,1142.18
3,House,2066,Winter,3909.25
4,Flat,689,Rainy,369.63
4,House,622,Rainy,3068.72
4,House,1062,Summer,2904.41
4,Flat,693,Winter,1097.08
2,House,2095,Winter,1363.47
4,Flat,1837,Rainy,2471.5
5,House,2080,Summer,4240.48
6,Flat,329,Rainy,4663.79
5,House,2131,Summer,10137.64
4,House,2449,Winter,4656.01
3,Flat,1410,Summer,8454.71
4,Flat,1417,Winter,778.81
5,House,1944,Summer,108.08
3,Flat,1891,Winter,5160.65
3,Flat,1163,Summer,6435.51
3,Flat,1112,Summer,383.38
5,Flat,580,Rainy,744.52
6,House,919,Rainy,7499.44
6,Flat,1267,Winter,647.66
4,House,1815,Summer,4261.28
4,Flat,2349,Rainy,4411.95
4,House,1933,Summer,4552.7
3,House,1889,Winter,375.88
3,Flat,1124,Rainy,2563.6
4,Flat,668,Winter,223.13
3,Flat,524,Rainy,3768.14
2,House,2245,Summer,271.2
3,House,1549,Winter,4444.84
3,House,1164,Summer,5916.74
6,Flat,2208,Winter,1231.04
2,House,1208,Rainy,4128.07
2,House,324,Winter,861.38
4,Flat,1998,Winter,793.69
6,House,553,Winter,506.65
6,House,585,Winter,9398.93
1,Flat,795,Winter,786.54
6,Flat,2207,Rainy,4582.0
6,House,2473,Winter,5815.37
3,House,764,Rainy,1107.28
6,House,2244,Summer,4526.38
2,House,641,Rainy,2254.53
3,House,2146,Winter,312.71
3,Flat,1530,Rainy,1439.41
3,House,1273,Winter,374.99
1,Flat,1676,Winter,1963.31
6,House,1584,Summer,9169.3
6,House,1996,Summer,2212.69
2,Flat,1116,Winter,1833.6
3,House,1172,Rainy,1859.57
5,Flat,736,Summer,4925.18
3,House,1589,Summer,454.02
6,House,1087,Winter,1459.56
4,House,636,Summer,2458.38
2,House,1016,Rainy,1062.17
2,Flat,1062,Summer,4713.43
6,Flat,755,Rainy,2661.39
6,Flat,1520,Summer,6735.49
6,House,693,Winter,1406.43
5,House,2108,Summer,4216.3
1,House,391,Winter,867.51
6,House,771,Summer,1694.03
3,Flat,1259,Rainy,369.96
5,House,924,Winter,208.73
1,House,1335,Rainy,2581.87
3,House,722,Summer,2956.98
1,Flat,1195,Summer,4779.59
6,Flat,685,Summer,1904.74
1,Flat,594,Summer,2309.99
4,House,705,Rainy,891.71
3,House,2072,Rainy,4109.57
3,Flat,465,Summer,818.39
4,Flat,1156,Winter,408.51
6,Flat,368,Winter,864.02
1,Flat,545,Rainy,918.66
1,Flat,1945,Rainy,615.27
2,House,1446,Rainy,2433.92
3,House,1713,Winter,5343.76
5,Flat,1263,Winter,5581.21
1,House,1617,Rainy,1360.29
2,House,2239,Rainy,3127.83
5,House,1958,Summer,663.83
3,Flat,413,Rainy,6204.51
2,Flat,2394,Rainy,511.38
5,Flat,2288,Winter,1190.12
1,House,453,Winter,229.65
4,House,2087,Summer,3435.07
6,House,1845,Rainy,9597.24
2,Flat,1631,Winter,2565.61
3,House,2436,Summer,3306.01
4,House,402,Winter,770.04
4,House,859,Summer,1169.65
4,Flat,877,Winter,4073.82
5,Flat,1076,Summer,7521.5
3,House,645,Winter,1046.74
3,Flat,754,Winter,1239.16
5,House,321,Summer,2266.52
5,Flat,1576,Winter,1840.76
1,Flat,1137,Summer,6242.08
1,House,705,Winter,735.52
5,House,305,Winter,379.22
2,Flat,812,Summer,2489.57
1,Flat,961,Winter,385.38
5,House,1245,Winter,346.64
2,Flat,1262,Rainy,839.88
5,House,777,Summer,2630.75
5,House,568,Winter,1050.7
1,House,2191,Winter,751.65
5,Flat,2030,Rainy,165.76
2,Flat,978,Summer,591.98
3,House,970,Winter,658.21
2,Flat,1686,Summer,1789.14
5,Flat,585,Rainy,2441.26
